151,53,56,73,11,1,33,2916,15,4,0.0,None,None,2015-12-29,15,14,47,138707
152,61,52,43,12,1,15,3563,4,6,0.0,None,None,2015-12-29,15,14,48,140320
153,60,71,48,10,4,25,3887,9,2,0.0,None,None,2015-12-29,15,14,49,142058
154,48,84,36,10,3,30,4211,3,1,0.0,None,None,2015-12-29,15,14,50,143706
155,88,84,70,11,3,11,4535,10,1,0.0,None,None,2015-12-29,15,14,51,145506
156,31,75,87,9,3,22,5183,6,4,0.0,None,None,2015-12-29,15,14,52,147179
157,69,86,50,10,2,32,5507,17,6,0.0,None,None,2015-12-29,15,14,53,148780
158,71,59,81,10,4,31,5831,16,2,0.0,None,None,2015-12-29,15,14,54,150493
159,61,89,85,9,2,22,0,17,3,0.0,None,None,2015-12-29,15,14,55,152098
160,34,64,65,12,5,21,324,11,2,0.0,None,None,2015-12-29,15,14,56,153805
161,73,77,58,13,3,34,972,3,6,0.0,None,None,2015-12-29,15,14,57,155426
162,66,70,58,13,3,24,1296,13,1,0.0,None,None,2015-12-29,15,14,58,157054
163,36,76,68,9,3,28,1944,15,1,0.0,None,None,2015-12-29,15,14,59,158809
164,73,53,89,10,5,19,2268,17,5,0.0,None,None,2015-12-29,15,15,0,160439
165,69,65,40,12,1,27,2592,18,7,0.0,None,None,2015-12-29,15,15,1,162160
166,57,38,56,12,2,27,2916,4,3,0.0,None,None,2015-12-29,15,15,2,163800
167,88,67,36,13,2,23,3239,17,1,0.0,None,None,2015-12-29,15,15,3,165405
168,46,78,82,12,1,34,3563,16,5,0.0,None,None,2015-12-29,15,15,4,167186
169,70,44,47,13,2,18,4211,18,7,0.0,None,None,2015-12-29,15,15,5,168802
170,31,47,62,12,1,16,4535,16,7,0.0,None,None,2015-12-29,15,15,6,170571
171,80,73,79,13,1,31,4859,15,6,0.0,None,None,2015-12-29,15,15,7,172344
172,40,44,35,10,5,27,5183,6,1,0.0,None,None,2015-12-29,15,15,8,174047
173,79,84,53,13,5,24,5831,16,3,0.0,None,None,2015-12-29,15,15,9,176016
174,87,67,57,11,5,32,0,7,4,0.0,None,None,2015-12-29,15,15,10,177655
175,47,80,80,10,2,22,324,3,5,0.0,None,None,2015-12-29,15,15,11,179389
176,51,54,77,12,1,32,648,11,6,0.0,None,None,2015-12-29,15,15,12,180567
177,56,38,43,10,2,11,1296,3,5,0.0,None,None,2015-12-29,15,15,13,182252
178,62,71,59,11,5,32,1620,2,6,0.0,None,None,2015-12-29,15,15,14,183095
179,50,62,81,11,4,12,1944,7,6,0.0,None,None,2015-12-29,15,15,15,199238
180,31,89,79,11,5,15,2268,16,3,0.0,None,None,2015-12-29,15,15,16,200031
181,49,78,57,13,2,12,2916,14,3,0.0,None,None,2015-12-29,15,15,17,201655
182,51,80,68,11,5,29,3239,17,7,0.0,None,None,2015-12-29,15,15,18,203327
183,87,80,61,13,5,30,3563,9,7,0.0,None,None,2015-12-29,15,15,19,205147
184,58,77,45,12,3,17,4211,14,7,0.0,None,None,2015-12-29,15,15,20,206767
185,52,58,30,9,1,16,4535,11,1,0.0,None,None,2015-12-29,15,15,21,208432
186,52,87,45,11,5,20,4859,2,2,0.0,None,None,2015-12-29,15,15,22,210218
187,41,57,61,9,5,32,5183,6,7,0.0,None,None,2015-12-29,15,15,23,211993
188,38,61,62,13,2,30,5507,18,1,0.0,None,None,2015-12-29,15,15,24,213824
189,74,46,44,11,1,30,0,12,2,0.0,None,None,2015-12-29,15,15,25,215478
190,41,50,66,13,3,32,324,3,5,0.0,None,None,2015-12-29,15,15,26,217225
191,63,67,63,12,4,34,972,16,5,0.0,None,None,2015-12-29,15,15,27,218985
192,71,56,55,13,1,18,1296,3,7,0.0,None,None,2015-12-29,15,15,28,220737
193,44,30,66,11,4,13,1620,7,7,0.0,None,None,2015-12-29,15,15,29,222397
194,52,78,75,11,1,16,1944,2,5,0.0,None,None,2015-12-29,15,15,30,224043
195,69,80,51,13,3,14,2268,10,1,0.0,None,None,2015-12-29,15,15,31,225869
196,66,60,51,9,3,11,2592,11,1,0.0,None,None,2015-12-29,15,15,32,227527
197,87,43,85,12,2,26,2916,15,5,0.0,None,None,2015-12-29,15,15,33,229179
198,57,49,38,11,2,12,3563,18,4,0.0,None,None,2015-12-29,15,15,34,230842
199,64,59,86,12,3,33,3887,12,6,0.0,None,None,2015-12-29,15,15,35,232695
200,64,32,41,11,2,14,4211,8,1,0.0,None,None,2015-12-29,15,15,36,233929
201,86,46,77,12,5,17,4535,4,2,0.0,None,None,2015-12-29,15,15,37,235177
202,57,63,67,10,1,34,5183,8,1,0.0,None,None,2015-12-29,15,15,38,236414
203,51,67,41,10,5,24,5507,7,7,0.0,None,None,2015-12-29,15,15,39,237641
204,48,44,70,11,4,27,5831,19,4,0.0,None,None,2015-12-29,15,15,40,238882
205,30,62,39,9,4,30,0,16,6,0.0,None,None,2015-12-29,15,15,41,240117
206,74,31,70,9,4,10,324,12,6,0.0,None,None,2015-12-29,15,15,42,241353
207,32,78,70,11,1,19,648,2,5,0.0,None,None,2015-12-29,15,15,43,242589
208,50,80,85,11,3,30,972,14,1,0.0,None,None,2015-12-29,15,15,44,243819
209,45,67,44,11,5,15,1296,12,1,0.0,None,None,2015-12-29,15,15,45,245052
210,67,55,87,9,4,30,1944,10,4,0.0,None,None,2015-12-29,15,15,46,246287
211,77,81,69,9,2,12,2268,8,6,0.0,None,None,2015-12-29,15,15,47,247519
212,86,51,41,9,2,14,2592,16,1,0.0,None,None,2015-12-29,15,15,48,248751
213,72,83,63,9,4,18,2916,16,2,0.0,None,None,2015-12-29,15,15,49,249988
214,53,51,47,13,3,21,3239,13,2,0.0,None,None,2015-12-29,15,15,50,251228
215,42,89,54,12,4,14,3887,19,7,0.0,None,None,2015-12-29,15,15,51,252465
216,50,77,87,13,4,23,4211,2,2,0.0,None,None,2015-12-29,15,15,52,253709
217,31,58,35,9,5,32,4535,8,6,0.0,None,None,2015-12-29,15,15,53,254939
218,39,58,59,11,3,18,4859,3,7,0.0,None,None,2015-12-29,15,15,54,256179
219,84,44,45,9,4,14,5507,16,3,0.0,None,None,2015-12-29,15,15,55,257366
220,75,33,78,13,3,22,5831,15,7,0.0,None,None,2015-12-29,15,15,56,258617
221,87,54,72,10,1,18,0,8,1,0.0,None,None,2015-12-29,15,15,57,259853
222,60,83,63,12,4,33,324,10,6,0.0,None,None,2015-12-29,15,15,58,261089
223,35,45,31,13,5,32,648,18,1,0.0,None,None,2015-12-29,15,15,59,262326
224,78,48,84,12,2,32,972,14,1,0.0,None,None,2015-12-29,15,16,0,263557
225,86,34,88,11,1,27,1296,17,6,0.0,None,None,2015-12-29,15,16,1,264803
226,66,67,36,11,3,27,1620,14,3,0.0,None,None,2015-12-29,15,16,2,266036
227,63,86,48,10,3,25,2268,4,3,0.0,None,None,2015-12-29,15,16,3,267130
228,79,77,84,11,1,23,2592,14,6,0.0,None,None,2015-12-29,15,16,4,268093
229,75,77,69,10,2,19,2916,19,5,0.0,None,None,2015-12-29,15,16,5,269291
230,75,77,69,10,2,19,2916,19,5,0.0,None,None,2015-12-29,15,16,6,270473
231,79,82,50,13,5,25,3563,4,1,0.0,None,None,2015-12-29,15,16,7,271617
232,48,38,56,10,3,34,3887,16,2,0.0,None,None,2015-12-29,15,16,8,273075
233,65,37,51,13,4,20,4211,3,7,0.0,None,None,2015-12-29,15,16,9,274290
234,42,82,69,13,4,14,4535,17,2,0.0,None,None,2015-12-29,15,16,10,276070
235,42,62,85,13,4,28,5183,10,2,0.0,None,None,2015-12-29,15,16,11,277682
236,42,62,85,13,4,28,5183,10,2,0.0,None,None,2015-12-29,15,16,12,279286
237,70,39,73,12,2,20,5831,2,1,0.0,None,None,2015-12-29,15,16,13,280895
238,44,81,73,12,4,33,0,3,7,0.0,None,None,2015-12-29,15,16,14,282496
239,67,39,67,13,3,29,324,6,1,0.0,None,None,2015-12-29,15,16,15,284093
240,61,63,66,9,5,33,648,12,5,0.0,None,None,2015-12-29,15,16,16,296459
241,48,65,69,12,4,16,1296,16,6,0.0,None,None,2015-12-29,15,16,17,302126
242,42,81,51,9,3,14,1620,3,2,0.0,None,None,2015-12-29,15,16,18,303790
243,60,78,75,9,3,30,2268,13,3,0.0,None,None,2015-12-29,15,16,19,305459
244,52,33,77,13,5,22,2592,15,5,0.0,None,None,2015-12-29,15,16,20,307093
245,68,35,45,11,1,14,2916,8,5,0.0,None,None,2015-12-29,15,16,21,308702
246,82,66,30,12,5,31,3239,18,3,0.0,None,None,2015-12-29,15,16,22,310328
247,87,68,44,9,4,31,3563,2,3,0.0,None,None,2015-12-29,15,16,23,311942
248,45,61,60,9,3,20,3887,2,6,0.0,None,None,2015-12-29,15,16,24,313546
249,50,85,30,13,2,15,4211,6,6,0.0,None,None,2015-12-29,15,16,25,315155
250,59,43,74,10,5,16,4535,9,3,0.0,None,None,2015-12-29,15,16,26,316767
251,73,57,52,12,1,11,4859,5,1,0.0,None,None,2015-12-29,15,16,27,318374
252,41,57,51,12,1,28,5507,11,3,0.0,None,None,2015-12-29,15,16,28,319982
253,43,54,57,9,5,28,5831,6,1,0.0,None,None,2015-12-29,15,16,29,321583
254,48,39,40,13,3,17,0,8,6,0.0,None,None,2015-12-29,15,16,30,323189
255,63,61,78,13,4,23,324,17,4,0.0,None,None,2015-12-29,15,16,31,324775
256,63,61,78,13,4,23,324,17,4,0.0,None,None,2015-12-29,15,16,32,326317
257,46,45,87,11,3,14,648,2,4,0.0,None,None,2015-12-29,15,16,33,327914
258,37,71,69,9,5,12,972,2,4,0.0,None,None,2015-12-29,15,16,34,329522
259,80,36,32,11,2,20,1620,12,1,0.0,None,None,2015-12-29,15,16,35,331128
260,87,31,35,12,5,17,1944,16,3,0.0,None,None,2015-12-29,15,16,36,332729
261,32,60,89,9,3,27,2268,2,2,0.0,None,None,2015-12-29,15,16,37,334335
262,80,83,49,11,3,29,2592,11,4,0.0,None,None,2015-12-29,15,16,38,336056
263,55,68,77,12,5,24,2916,11,4,0.0,None,None,2015-12-29,15,16,39,337647
264,79,69,64,11,1,33,3239,19,1,0.0,None,None,2015-12-29,15,16,40,339249
265,30,43,80,12,2,28,3563,18,3,0.0,None,None,2015-12-29,15,16,41,340851
266,47,49,61,10,3,26,3887,14,2,0.0,None,None,2015-12-29,15,16,42,342453
267,58,33,48,11,1,23,4535,10,6,0.0,None,None,2015-12-29,15,16,43,344038
268,58,81,76,12,4,14,4859,17,6,0.0,None,None,2015-12-29,15,16,44,345669
269,36,81,73,9,3,24,5183,13,7,0.0,None,None,2015-12-29,15,16,45,347269
270,85,42,38,10,4,27,5831,8,5,0.0,None,None,2015-12-29,15,16,46,348869
271,46,31,69,13,3,25,0,5,6,0.0,None,None,2015-12-29,15,16,47,350470
272,73,74,42,9,4,32,324,9,5,0.0,None,None,2015-12-29,15,16,48,352068
273,57,51,32,11,5,13,648,7,1,0.0,None,None,2015-12-29,15,16,49,353664
274,89,73,33,13,2,18,972,19,2,0.0,None,None,2015-12-29,15,16,50,355270
275,37,82,43,12,2,31,1296,15,2,0.0,None,None,2015-12-29,15,16,51,356868
276,71,46,63,11,5,33,1620,19,5,0.0,None,None,2015-12-29,15,16,52,358482
277,77,37,45,12,2,24,1944,19,7,0.0,None,None,2015-12-29,15,16,53,360080
278,31,32,52,9,5,21,2592,14,4,0.0,None,None,2015-12-29,15,16,54,361680
279,58,85,55,11,5,11,3239,9,1,0.0,None,None,2015-12-29,15,16,55,363283
280,58,85,55,11,5,11,3239,9,1,0.0,None,None,2015-12-29,15,16,56,364889
281,74,42,57,13,5,16,3887,6,6,0.0,None,None,2015-12-29,15,16,57,366491
282,58,54,37,9,3,21,4211,9,6,0.0,None,None,2015-12-29,15,16,58,368091
283,64,38,43,12,1,29,4535,10,6,0.0,None,None,2015-12-29,15,16,59,369689
284,51,74,39,11,3,20,5183,16,2,0.0,None,None,2015-12-29,15,17,0,371295
285,74,38,77,10,1,17,5507,4,1,0.0,None,None,2015-12-29,15,17,1,372895
286,53,45,38,12,3,29,5831,6,3,0.0,None,None,2015-12-29,15,17,2,374533
287,87,50,59,11,3,18,0,6,2,0.0,None,None,2015-12-29,15,17,3,376014
288,37,57,78,11,4,17,324,13,6,0.0,None,None,2015-12-29,15,17,4,377477
289,68,83,30,13,2,17,972,13,3,0.0,None,None,2015-12-29,15,17,5,378936
290,62,69,59,12,1,33,1296,11,1,0.0,None,None,2015-12-29,15,17,6,380388
291,38,58,56,11,3,27,1620,3,1,0.0,None,None,2015-12-29,15,17,7,381883
292,81,57,78,12,2,32,1944,13,2,0.0,None,None,2015-12-29,15,17,8,383491
293,36,84,33,12,1,19,2268,9,5,0.0,None,None,2015-12-29,15,17,9,385087
294,59,37,52,13,4,20,2592,18,5,0.0,None,None,2015-12-29,15,17,10,386691
295,71,66,80,12,3,21,3239,4,2,0.0,None,None,2015-12-29,15,17,11,388270
296,71,66,80,12,3,21,3239,4,2,0.0,None,None,2015-12-29,15,17,12,389821
297,81,37,71,13,3,30,3887,8,4,0.0,None,None,2015-12-29,15,17,13,391428
298,48,32,83,12,4,13,4211,8,5,0.0,None,None,2015-12-29,15,17,14,395380
299,65,31,66,9,1,13,4859,18,2,0.0,None,None,2015-12-29,15,17,15,397197
300,31,37,87,13,1,15,5183,11,1,0.0,None,None,2015-12-29,15,17,16,399080
301,33,36,65,9,3,10,5507,17,5,0.0,None,None,2015-12-29,15,17,17,401008
302,39,30,43,11,2,33,5831,7,5,0.0,None,None,2015-12-29,15,17,18,402789
303,46,72,48,10,2,29,0,13,5,0.0,None,None,2015-12-29,15,17,19,404672
304,56,65,80,9,3,23,648,10,4,0.0,None,None,2015-12-29,15,17,20,406761
305,37,66,87,10,1,18,972,18,2,0.0,None,None,2015-12-29,15,17,21,409101
306,52,41,66,11,1,29,1296,2,7,0.0,None,None,2015-12-29,15,17,22,410738
307,47,89,80,13,4,28,1620,14,2,0.0,None,None,2015-12-29,15,17,23,412407
308,36,78,30,10,5,21,1944,11,1,0.0,None,None,2015-12-29,15,17,24,414107
309,46,88,66,10,3,24,2268,13,5,0.0,None,None,2015-12-29,15,17,25,416421
310,76,70,56,10,2,33,2592,6,5,0.0,None,None,2015-12-29,15,17,26,418111
311,71,80,74,12,3,29,2916,16,3,0.0,None,None,2015-12-29,15,17,27,419813
312,45,57,78,9,5,25,3239,12,5,0.0,None,None,2015-12-29,15,17,28,421501
